x1,species,date,mwp,lfm,study,tissue_age,sp_site,ilfm,study_nice
217,ADEFAS,2015-10-07,-6.41,0.5253,StuntRanch,both,ADEFAS_StuntRanch,1.9036740909956216,StR
218,ADEFAS,2015-10-07,-6.62,0.5671,StuntRanch,both,ADEFAS_StuntRanch,1.763357432551578,StR
219,ADEFAS,2015-10-07,-6.83,0.5345,StuntRanch,both,ADEFAS_StuntRanch,1.8709073900841908,StR
220,ARCGLA,2015-10-07,-3.59,0.7664,StuntRanch,both,ARCGLA_StuntRanch,1.3048016701461378,StR
221,ARCGLA,2015-10-07,-3.79,0.7578,StuntRanch,both,ARCGLA_StuntRanch,1.3196093956188968,StR
222,ARCGLA,2015-10-07,-4.14,0.7063,StuntRanch,both,ARCGLA_StuntRanch,1.4158289678606824,StR
223,ARCGLA,2015-10-07,-5.24,0.664,StuntRanch,both,ARCGLA_StuntRanch,1.506024096385542,StR
224,ARCGLA,2015-10-07,-5.65,0.6275,StuntRanch,both,ARCGLA_StuntRanch,1.5936254980079683,StR
225,CERBET,2015-10-07,-4,0.6134,StuntRanch,both,CERBET_StuntRanch,1.6302575806977504,StR
226,CERBET,2015-10-07,-4.76,0.5542,StuntRanch,both,CERBET_StuntRanch,1.8044027426921687,StR
227,CERBET,2015-10-07,-5.17,0.5107,StuntRanch,both,CERBET_StuntRanch,1.9580967299784608,StR
228,CERBET,2015-10-07,-5.52,0.5121,StuntRanch,both,CERBET_StuntRanch,1.9527436047646944,StR
229,CEASPI,2015-10-07,-3.65,0.6511,StuntRanch,both,CEASPI_StuntRanch,1.5358623867301489,StR
230,CEASPI,2015-10-07,-3.86,0.7375,StuntRanch,both,CEASPI_StuntRanch,1.3559322033898304,StR
231,CEASPI,2015-10-07,-4.69,0.7053,StuntRanch,both,CEASPI_StuntRanch,1.4178363816815538,StR
232,CEASPI,2015-10-07,-4.83,0.6278,StuntRanch,both,CEASPI_StuntRanch,1.5928639694170117,StR
233,CEASPI,2015-10-07,-4.9,0.6198,StuntRanch,both,CEASPI_StuntRanch,1.6134236850596966,StR
234,ERIFAS,2015-10-07,-3.45,0.6961,StuntRanch,both,ERIFAS_StuntRanch,1.4365752047119666,StR
235,ERIFAS,2015-10-07,-4.14,0.538,StuntRanch,both,ERIFAS_StuntRanch,1.858736059479554,StR
236,ERIFAS,2015-10-07,-4.83,0.5478,StuntRanch,both,ERIFAS_StuntRanch,1.8254837531945967,StR
237,ERIFAS,2015-10-07,-4.83,0.6192,StuntRanch,both,ERIFAS_StuntRanch,1.6149870801033592,StR
238,ERIFAS,2015-10-07,-5.52,0.4674,StuntRanch,both,ERIFAS_StuntRanch,2.139495079161318,StR
239,HETARB,2015-10-07,-3.59,0.781,StuntRanch,both,HETARB_StuntRanch,1.2804097311139564,StR
240,HETARB,2015-10-07,-3.59,0.7796,StuntRanch,both,HETARB_StuntRanch,1.2827090815802977,StR
241,HETARB,2015-10-07,-3.86,0.7492,StuntRanch,both,HETARB_StuntRanch,1.3347570742124935,StR
242,HETARB,2015-10-07,-4.55,0.7872,StuntRanch,both,HETARB_StuntRanch,1.2703252032520325,StR
243,HETARB,2015-10-07,-4.55,0.6819,StuntRanch,both,HETARB_StuntRanch,1.4664906877841326,StR
244,MALLAU,2015-10-07,-1.93,1.0724,StuntRanch,both,MALLAU_StuntRanch,0.9324878776575904,StR
245,MALLAU,2015-10-07,-2.14,1.0361,StuntRanch,both,MALLAU_StuntRanch,0.9651578033008397,StR
246,MALLAU,2015-10-07,-2.24,1.7897,StuntRanch,both,MALLAU_StuntRanch,0.558752863608426,StR
247,MALLAU,2015-10-07,-2.62,0.962,StuntRanch,both,MALLAU_StuntRanch,1.0395010395010396,StR
248,MALLAU,2015-10-07,-3.03,0.9398,StuntRanch,both,MALLAU_StuntRanch,1.0640561821664185,StR
249,QUEAGR,2015-10-07,-3.24,0.7085,StuntRanch,both,QUEAGR_StuntRanch,1.4114326040931544,StR
250,QUEAGR,2015-10-07,-3.72,0.6894,StuntRanch,both,QUEAGR_StuntRanch,1.450536698578474,StR
251,QUEAGR,2015-10-07,-3.79,0.6677,StuntRanch,both,QUEAGR_StuntRanch,1.4976785981728322,StR
252,QUEAGR,2015-10-07,-4,0.6876,StuntRanch,both,QUEAGR_StuntRanch,1.4543339150668995,StR
253,QUEAGR,2015-10-07,-4.14,0.6951,StuntRanch,both,QUEAGR_StuntRanch,1.4386419220256077,StR
254,QUEBER,2015-10-07,-4.83,0.6305,StuntRanch,both,QUEBER_StuntRanch,1.5860428231562254,StR
255,QUEBER,2015-10-07,-4.86,0.6206,StuntRanch,both,QUEBER_StuntRanch,1.6113438607798902,StR
256,QUEBER,2015-10-07,-4.96,0.4768,StuntRanch,both,QUEBER_StuntRanch,2.097315436241611,StR
257,QUEBER,2015-10-07,-4.96,0.5396,StuntRanch,both,QUEBER_StuntRanch,1.8532246108228319,StR
258,QUEBER,2015-10-07,-5.17,0.6224,StuntRanch,both,QUEBER_StuntRanch,1.6066838046272496,StR
259,SALLEU,2015-10-07,-4.76,0.6918,StuntRanch,both,SALLEU_StuntRanch,1.4455044810638913,StR
260,SALLEU,2015-10-07,-5.1,0.666,StuntRanch,both,SALLEU_StuntRanch,1.5015015015015014,StR
261,SALLEU,2015-10-07,-5.24,0.6309,StuntRanch,both,SALLEU_StuntRanch,1.5850372483753368,StR
262,SALLEU,2015-10-07,-5.31,0.7163,StuntRanch,both,SALLEU_StuntRanch,1.3960631020522127,StR
263,SALLEU,2015-10-07,-5.31,0.5938,StuntRanch,both,SALLEU_StuntRanch,1.6840687100033682,StR
264,SALMEL,2015-10-07,-4.21,0.8907,StuntRanch,both,SALMEL_StuntRanch,1.1227124733355787,StR
265,SALMEL,2015-10-07,-4.96,0.6336,StuntRanch,both,SALMEL_StuntRanch,1.578282828282828,StR
266,SALMEL,2015-10-07,-5.03,0.8137,StuntRanch,both,SALMEL_StuntRanch,1.2289541600098317,StR
267,SALMEL,2015-10-07,-5.24,0.4552,StuntRanch,both,SALMEL_StuntRanch,2.196836555360281,StR
268,ADEFAS,2015-10-30,-6.48,0.5064,StuntRanch,both,ADEFAS_StuntRanch,1.9747235387045816,StR
269,ADEFAS,2015-10-30,-6.83,0.5535,StuntRanch,both,ADEFAS_StuntRanch,1.806684733514002,StR
270,ADEFAS,2015-10-30,-7.17,0.5008,StuntRanch,both,ADEFAS_StuntRanch,1.996805111821086,StR
271,ARCGLA,2015-10-30,-4.34,0.7068,StuntRanch,both,ARCGLA_StuntRanch,1.414827391058291,StR
272,ARCGLA,2015-10-30,-4.76,0.7245,StuntRanch,both,ARCGLA_StuntRanch,1.3802622498274673,StR
273,CERBET,2015-10-30,-4.69,0.5243,StuntRanch,both,CERBET_StuntRanch,1.9073049780659928,StR
274,CERBET,2015-10-30,-5.45,0.5309,StuntRanch,both,CERBET_StuntRanch,1.883593897155773,StR
275,CERBET,2015-10-30,-5.79,0.5304,StuntRanch,both,CERBET_StuntRanch,1.885369532428356,StR
276,CEASPI,2015-10-30,-5.45,0.5614,StuntRanch,both,CEASPI_StuntRanch,1.7812611328820804,StR
277,CEASPI,2015-10-30,-5.45,0.6082,StuntRanch,both,CEASPI_StuntRanch,1.644195988161789,StR
278,CEASPI,2015-10-30,-5.79,0.621,StuntRanch,both,CEASPI_StuntRanch,1.6103059581320451,StR
279,ERIFAS,2015-10-30,-5.1,0.4496,StuntRanch,both,ERIFAS_StuntRanch,2.224199288256228,StR
280,ERIFAS,2015-10-30,-6.14,0.5389,StuntRanch,both,ERIFAS_StuntRanch,1.8556318426424196,StR
281,ERIFAS,2015-10-30,-7.1,0.4697,StuntRanch,both,ERIFAS_StuntRanch,2.1290185224611453,StR
282,HETARB,2015-10-30,-4.14,0.7641,StuntRanch,both,HETARB_StuntRanch,1.3087292239235702,StR
283,HETARB,2015-10-30,-4.69,0.7677,StuntRanch,both,HETARB_StuntRanch,1.3025921583952065,StR
284,HETARB,2015-10-30,-4.76,0.7358,StuntRanch,both,HETARB_StuntRanch,1.359064963305246,StR
285,MALLAU,2015-10-30,-1.31,1.1107,StuntRanch,both,MALLAU_StuntRanch,0.9003331232556046,StR
286,MALLAU,2015-10-30,-1.79,1.0162,StuntRanch,both,MALLAU_StuntRanch,0.98405825624877,StR
287,MALLAU,2015-10-30,-1.93,1.0463,StuntRanch,both,MALLAU_StuntRanch,0.9557488292076842,StR
288,QUEAGR,2015-10-30,-3.72,0.7627,StuntRanch,both,QUEAGR_StuntRanch,1.3111315064901008,StR
289,QUEAGR,2015-10-30,-3.79,0.6373,StuntRanch,both,QUEAGR_StuntRanch,1.5691197238349286,StR
290,QUEAGR,2015-10-30,-3.93,0.644,StuntRanch,both,QUEAGR_StuntRanch,1.5527950310559007,StR
291,QUEBER,2015-10-30,-5.45,0.5364,StuntRanch,both,QUEBER_StuntRanch,1.8642803877703207,StR
292,QUEBER,2015-10-30,-5.72,0.5881,StuntRanch,both,QUEBER_StuntRanch,1.7003910899506889,StR
293,QUEBER,2015-10-30,-5.86,0.5667,StuntRanch,both,QUEBER_StuntRanch,1.7646020822304571,StR
294,SALLEU,2015-10-30,-5.93,0.555,StuntRanch,both,SALLEU_StuntRanch,1.8018018018018016,StR
295,SALLEU,2015-10-30,-6.21,0.6074,StuntRanch,both,SALLEU_StuntRanch,1.6463615409944021,StR
296,SALMEL,2015-10-30,-6.41,0.5691,StuntRanch,both,SALMEL_StuntRanch,1.7571604287471445,StR
297,SALMEL,2015-10-30,-7.1,0.5618,StuntRanch,both,SALMEL_StuntRanch,1.7799928800284799,StR
298,SALMEL,2015-10-30,-7.58,0.5924,StuntRanch,both,SALMEL_StuntRanch,1.6880486158001349,StR
299,ADEFAS,2015-12-16,-4.76,0.6304,StuntRanch,both,ADEFAS_StuntRanch,1.586294416243655,StR
300,ADEFAS,2015-12-16,-4.83,0.6022,StuntRanch,both,ADEFAS_StuntRanch,1.6605778811026237,StR
301,ADEFAS,2015-12-16,-5.24,0.5598,StuntRanch,both,ADEFAS_StuntRanch,1.7863522686673814,StR
302,ADEFAS,2015-12-16,-6.27,0.4361,StuntRanch,both,ADEFAS_StuntRanch,2.293052052281587,StR
303,ARCGLA,2015-12-16,-4.65,0.6168,StuntRanch,both,ARCGLA_StuntRanch,1.6212710765239948,StR
304,ARCGLA,2015-12-16,-6.07,0.533,StuntRanch,both,ARCGLA_StuntRanch,1.8761726078799248,StR
305,ARCGLA,2015-12-16,-6.14,0.5259,StuntRanch,both,ARCGLA_StuntRanch,1.9015021867275146,StR
306,ARCGLA,2015-12-16,-6.48,0.6023,StuntRanch,both,ARCGLA_StuntRanch,1.6603021749958493,StR
307,CERBET,2015-12-16,-5.03,0.5727,StuntRanch,both,CERBET_StuntRanch,1.7461148943600489,StR
308,CERBET,2015-12-16,-6.14,0.5086,StuntRanch,both,CERBET_StuntRanch,1.966181675186787,StR
309,CERBET,2015-12-16,-6.27,0.4333,StuntRanch,both,CERBET_StuntRanch,2.3078698361412417,StR
310,CERBET,2015-12-16,-6.62,0.5322,StuntRanch,both,CERBET_StuntRanch,1.8789928598271326,StR
311,CEASPI,2015-12-16,-4.69,0.645,StuntRanch,both,CEASPI_StuntRanch,1.5503875968992247,StR
312,CEASPI,2015-12-16,-4.83,0.674,StuntRanch,both,CEASPI_StuntRanch,1.4836795252225519,StR
313,CEASPI,2015-12-16,-5.45,0.6712,StuntRanch,both,CEASPI_StuntRanch,1.4898688915375446,StR
314,CEASPI,2015-12-16,-6.07,0.5614,StuntRanch,both,CEASPI_StuntRanch,1.7812611328820804,StR
315,ERIFAS,2015-12-16,-5.72,0.5391,StuntRanch,both,ERIFAS_StuntRanch,1.8549434242255611,StR
316,ERIFAS,2015-12-16,-6.34,0.5324,StuntRanch,both,ERIFAS_StuntRanch,1.8782870022539444,StR
317,ERIFAS,2015-12-16,-6.34,0.5813,StuntRanch,both,ERIFAS_StuntRanch,1.720282126268708,StR
318,ERIFAS,2015-12-16,-6.41,0.5667,StuntRanch,both,ERIFAS_StuntRanch,1.7646020822304571,StR
319,HETARB,2015-12-16,-2.76,0.8295,StuntRanch,both,HETARB_StuntRanch,1.2055455093429777,StR
320,HETARB,2015-12-16,-4.03,0.7434,StuntRanch,both,HETARB_StuntRanch,1.3451708366962605,StR
321,HETARB,2015-12-16,-4.14,0.8177,StuntRanch,both,HETARB_StuntRanch,1.2229423994129878,StR
322,HETARB,2015-12-16,-4.21,0.7712,StuntRanch,both,HETARB_StuntRanch,1.2966804979253113,StR
323,MALLAU,2015-12-16,-1.52,0.8539,StuntRanch,both,MALLAU_StuntRanch,1.1710973181871414,StR
324,MALLAU,2015-12-16,-1.59,0.8918,StuntRanch,both,MALLAU_StuntRanch,1.1213276519398967,StR
325,MALLAU,2015-12-16,-1.65,0.7787,StuntRanch,both,MALLAU_StuntRanch,1.284191601386927,StR
326,MALLAU,2015-12-16,-1.69,0.9618,StuntRanch,both,MALLAU_StuntRanch,1.039717196922437,StR
327,QUEAGR,2015-12-16,-3.1,0.7911,StuntRanch,both,QUEAGR_StuntRanch,1.2640626975097964,StR
328,QUEAGR,2015-12-16,-3.17,0.7477,StuntRanch,both,QUEAGR_StuntRanch,1.3374348000534972,StR
329,QUEAGR,2015-12-16,-3.24,0.6881,StuntRanch,both,QUEAGR_StuntRanch,1.4532771399505884,StR
330,QUEAGR,2015-12-16,-3.38,0.6261,StuntRanch,both,QUEAGR_StuntRanch,1.5971889474524836,StR
331,QUEBER,2015-12-16,-4.76,0.5757,StuntRanch,both,QUEBER_StuntRanch,1.7370158068438424,StR
332,QUEBER,2015-12-16,-4.83,0.619,StuntRanch,both,QUEBER_StuntRanch,1.6155088852988693,StR
333,QUEBER,2015-12-16,-4.83,0.5728,StuntRanch,both,QUEBER_StuntRanch,1.7458100558659218,StR
334,QUEBER,2015-12-16,-5.03,0.5792,StuntRanch,both,QUEBER_StuntRanch,1.7265193370165743,StR
335,SALLEU,2015-12-16,-5.72,0.6436,StuntRanch,both,SALLEU_StuntRanch,1.5537600994406464,StR
336,SALLEU,2015-12-16,-5.93,0.6526,StuntRanch,both,SALLEU_StuntRanch,1.5323322096230463,StR
337,SALLEU,2015-12-16,-6.89,0.6023,StuntRanch,both,SALLEU_StuntRanch,1.6603021749958493,StR
338,SALLEU,2015-12-16,-7.38,0.5635,StuntRanch,both,SALLEU_StuntRanch,1.774622892635315,StR
339,SALMEL,2015-12-16,-4.96,0.8791,StuntRanch,both,SALMEL_StuntRanch,1.1375270162666364,StR
340,SALMEL,2015-12-16,-6.69,0.6013,StuntRanch,both,SALMEL_StuntRanch,1.6630633627141196,StR
341,SALMEL,2015-12-16,-7.17,0.5273,StuntRanch,both,SALMEL_StuntRanch,1.8964536317087048,StR
342,SALMEL,2015-12-16,-7.31,0.5253,StuntRanch,both,SALMEL_StuntRanch,1.9036740909956216,StR
343,ADEFAS,2016-01-29,-2.07,1.0839,StuntRanch,both,ADEFAS_StuntRanch,0.9225943352707814,StR
344,ADEFAS,2016-01-29,-2.62,0.8824,StuntRanch,both,ADEFAS_StuntRanch,1.1332728921124207,StR
345,ADEFAS,2016-01-29,-2.62,0.7463,StuntRanch,both,ADEFAS_StuntRanch,1.3399437223636608,StR
346,ADEFAS,2016-01-29,-2.76,0.8905,StuntRanch,both,ADEFAS_StuntRanch,1.1229646266142617,StR
347,ADEFAS,2016-01-29,-3.24,0.79990000000000006,StuntRanch,both,ADEFAS_StuntRanch,1.2501562695336916,StR
348,ARCGLA,2016-01-29,-1.52,0.863,StuntRanch,both,ARCGLA_StuntRanch,1.1587485515643106,StR
349,ARCGLA,2016-01-29,-1.65,0.8861,StuntRanch,both,ARCGLA_StuntRanch,1.1285407967498025,StR
350,ARCGLA,2016-01-29,-1.79,0.8924,StuntRanch,both,ARCGLA_StuntRanch,1.1205737337516808,StR
351,CERBET,2016-01-29,-1.52,0.8305,StuntRanch,both,CERBET_StuntRanch,1.2040939193257074,StR
352,CERBET,2016-01-29,-1.93,0.836,StuntRanch,both,CERBET_StuntRanch,1.1961722488038278,StR
353,CEASPI,2016-01-29,-1.38,1.7173,StuntRanch,both,CEASPI_StuntRanch,0.58230943923601,StR
354,CEASPI,2016-01-29,-1.93,0.5282,StuntRanch,both,CEASPI_StuntRanch,1.8932222642938281,StR
355,CEASPI,2016-01-29,-2.07,1.7457,StuntRanch,both,CEASPI_StuntRanch,0.5728361115884745,StR
356,ERIFAS,2016-01-29,-2.07,1.0938,StuntRanch,both,ERIFAS_StuntRanch,0.9142439202779301,StR
357,ERIFAS,2016-01-29,-2.21,1.0343,StuntRanch,both,ERIFAS_StuntRanch,0.9668374746205163,StR
358,ERIFAS,2016-01-29,-2.34,0.9236,StuntRanch,both,ERIFAS_StuntRanch,1.0827197921178,StR
359,HETARB,2016-01-29,-1.24,0.8534,StuntRanch,both,HETARB_StuntRanch,1.1717834544176235,StR
360,HETARB,2016-01-29,-1.59,0.937,StuntRanch,both,HETARB_StuntRanch,1.0672358591248665,StR
361,HETARB,2016-01-29,-2.14,0.7149,StuntRanch,both,HETARB_StuntRanch,1.3987970345502867,StR
362,MALLAU,2016-01-29,-1.93,1.0164,StuntRanch,both,MALLAU_StuntRanch,0.9838646202282566,StR
363,MALLAU,2016-01-29,-2.07,1.0018,StuntRanch,both,MALLAU_StuntRanch,0.9982032341784787,StR
364,MALLAU,2016-01-29,-2.31,0.9083,StuntRanch,both,MALLAU_StuntRanch,1.100957833314984,StR
365,QUEAGR,2016-01-29,-1.93,0.7715,StuntRanch,both,QUEAGR_StuntRanch,1.2961762799740766,StR
366,QUEAGR,2016-01-29,-2.21,0.6667,StuntRanch,both,QUEAGR_StuntRanch,1.4999250037498126,StR
367,QUEAGR,2016-01-29,-2.69,0.7313,StuntRanch,both,QUEAGR_StuntRanch,1.3674278681799537,StR
368,QUEBER,2016-01-29,-1.52,0.7559,StuntRanch,both,QUEBER_StuntRanch,1.3229263130043656,StR
369,QUEBER,2016-01-29,-1.97,0.8863,StuntRanch,both,QUEBER_StuntRanch,1.128286133363421,StR
370,SALLEU,2016-01-29,-1.24,1.7536,StuntRanch,both,SALLEU_StuntRanch,0.5702554744525548,StR
371,SALLEU,2016-01-29,-1.31,2.1217,StuntRanch,both,SALLEU_StuntRanch,0.4713201677899797,StR
372,SALLEU,2016-01-29,-1.45,2.4531,StuntRanch,both,SALLEU_StuntRanch,0.40764746647099587,StR
373,SALMEL,2016-01-29,-1.38,2.0278,StuntRanch,both,SALMEL_StuntRanch,0.49314528059966467,StR
374,SALMEL,2016-01-29,-1.52,2.0284,StuntRanch,both,SALMEL_StuntRanch,0.49299940840070994,StR
375,SALMEL,2016-01-29,-1.93,1.6765,StuntRanch,both,SALMEL_StuntRanch,0.5964807634953773,StR
376,ADEFAS,2016-02-19,-1.79,1.3645,StuntRanch,both,ADEFAS_StuntRanch,0.7328691828508611,StR
377,ARCGLA,2016-02-19,-1.17,0.8518,StuntRanch,both,ARCGLA_StuntRanch,1.173984503404555,StR
378,ARCGLA,2016-02-19,-1.59,0.8393,StuntRanch,both,ARCGLA_StuntRanch,1.191469081377338,StR
379,ARCGLA,2016-02-19,-1.65,0.8638,StuntRanch,both,ARCGLA_StuntRanch,1.157675387821255,StR
380,CERBET,2016-02-19,-1.24,1.1707,StuntRanch,both,CERBET_StuntRanch,0.8541898009737763,StR
381,CERBET,2016-02-19,-1.24,1.1165,StuntRanch,both,CERBET_StuntRanch,0.8956560680698611,StR
382,CERBET,2016-02-19,-1.31,0.9925,StuntRanch,both,CERBET_StuntRanch,1.0075566750629723,StR
383,CEASPI,2016-02-19,-1.38,1.386,StuntRanch,both,CEASPI_StuntRanch,0.7215007215007215,StR
384,CEASPI,2016-02-19,-1.59,1.1654,StuntRanch,both,CEASPI_StuntRanch,0.8580744808649391,StR
385,CEASPI,2016-02-19,-1.65,1.5835,StuntRanch,both,CEASPI_StuntRanch,0.6315124723713293,StR
386,ERIFAS,2016-02-19,-1.38,1.4235,StuntRanch,both,ERIFAS_StuntRanch,0.7024938531787847,StR
387,ERIFAS,2016-02-19,-1.79,1.2461,StuntRanch,both,ERIFAS_StuntRanch,0.8025038118931065,StR
388,ERIFAS,2016-02-19,-1.93,1.2702,StuntRanch,both,ERIFAS_StuntRanch,0.7872775940796725,StR
389,HETARB,2016-02-19,-1.31,0.9424,StuntRanch,both,HETARB_StuntRanch,1.061120543293718,StR
390,HETARB,2016-02-19,-1.52,0.9798,StuntRanch,both,HETARB_StuntRanch,1.0206164523372117,StR
391,HETARB,2016-02-19,-1.65,1.087,StuntRanch,both,HETARB_StuntRanch,0.9199632014719411,StR
392,MALLAU,2016-02-19,-1.17,1.0209,StuntRanch,both,MALLAU_StuntRanch,0.9795278675678324,StR
393,MALLAU,2016-02-19,-1.24,1.1476,StuntRanch,both,MALLAU_StuntRanch,0.871383757406762,StR
394,MALLAU,2016-02-19,-1.38,0.9638,StuntRanch,both,MALLAU_StuntRanch,1.0375596596804317,StR
395,QUEAGR,2016-02-19,-1.41,0.8766,StuntRanch,both,QUEAGR_StuntRanch,1.1407711613050422,StR
396,QUEAGR,2016-02-19,-1.59,1.8436,StuntRanch,both,QUEAGR_StuntRanch,0.5424170101974398,StR
397,QUEAGR,2016-02-19,-1.72,1.4472,StuntRanch,both,QUEAGR_StuntRanch,0.6909894969596462,StR
398,QUEBER,2016-02-19,-2,0.71,StuntRanch,both,QUEBER_StuntRanch,1.4084507042253522,StR
399,QUEBER,2016-02-19,-2.62,0.6488,StuntRanch,both,QUEBER_StuntRanch,1.5413070283600492,StR
400,QUEBER,2016-02-19,-2.69,0.723,StuntRanch,both,QUEBER_StuntRanch,1.3831258644536653,StR
401,SALLEU,2016-02-19,-1.45,2.5746000000000002,StuntRanch,both,SALLEU_StuntRanch,0.38840985007379786,StR
402,SALLEU,2016-02-19,-1.52,2.1368,StuntRanch,both,SALLEU_StuntRanch,0.4679895170348184,StR
403,SALLEU,2016-02-19,-1.59,1.6186,StuntRanch,both,SALLEU_StuntRanch,0.6178178672927221,StR
404,SALMEL,2016-02-19,-1.1,2.9911,StuntRanch,both,SALMEL_StuntRanch,0.3343251646551436,StR
405,SALMEL,2016-02-19,-1.17,2.6008,StuntRanch,both,SALMEL_StuntRanch,0.38449707782220854,StR
406,SALMEL,2016-02-19,-1.24,2.5699,StuntRanch,both,SALMEL_StuntRanch,0.389120199229542,StR
407,ADEFAS,2016-03-09,-2.07,1.0123,StuntRanch,both,ADEFAS_StuntRanch,0.9878494517435543,StR
408,ADEFAS,2016-03-09,-2.21,0.8004,StuntRanch,both,ADEFAS_StuntRanch,1.249375312343828,StR
409,ADEFAS,2016-03-09,-2.48,0.8608,StuntRanch,both,ADEFAS_StuntRanch,1.161710037174721,StR
410,ARCGLA,2016-03-09,-1.38,0.86240000000000006,StuntRanch,both,ARCGLA_StuntRanch,1.1595547309833023,StR
411,ARCGLA,2016-03-09,-1.93,0.9501,StuntRanch,both,ARCGLA_StuntRanch,1.0525207872855489,StR
412,ARCGLA,2016-03-09,-2.07,0.6216,StuntRanch,both,ARCGLA_StuntRanch,1.6087516087516087,StR
413,CERBET,2016-03-09,-1.45,0.9958,StuntRanch,both,CERBET_StuntRanch,1.004217714400482,StR
414,CERBET,2016-03-09,-1.52,0.9312,StuntRanch,both,CERBET_StuntRanch,1.0738831615120275,StR
415,CERBET,2016-03-09,-1.55,0.9581,StuntRanch,both,CERBET_StuntRanch,1.0437323870159692,StR
416,CEASPI,2016-03-09,-1.65,1.8348,StuntRanch,both,CEASPI_StuntRanch,0.5450185306300415,StR
417,CEASPI,2016-03-09,-1.76,1.5062,StuntRanch,both,CEASPI_StuntRanch,0.6639224538573895,StR
418,CEASPI,2016-03-09,-1.9,1.0637,StuntRanch,both,CEASPI_StuntRanch,0.940114693992667,StR
419,ERIFAS,2016-03-09,-1.52,1.3471,StuntRanch,both,ERIFAS_StuntRanch,0.7423353871279044,StR
420,ERIFAS,2016-03-09,-1.86,1.2382,StuntRanch,both,ERIFAS_StuntRanch,0.8076239702794379,StR
421,ERIFAS,2016-03-09,-2.41,0.7083,StuntRanch,both,ERIFAS_StuntRanch,1.4118311449950585,StR
422,HETARB,2016-03-09,-2.07,0.9265,StuntRanch,both,HETARB_StuntRanch,1.0793308148947653,StR
423,HETARB,2016-03-09,-2.21,1.0078,StuntRanch,both,HETARB_StuntRanch,0.9922603691208572,StR
424,HETARB,2016-03-09,-2.48,0.9042,StuntRanch,both,HETARB_StuntRanch,1.1059500110595002,StR
425,MALLAU,2016-03-09,-0.69,2.3535,StuntRanch,both,MALLAU_StuntRanch,0.4248990864669641,StR
426,MALLAU,2016-03-09,-1.38,1.028,StuntRanch,both,MALLAU_StuntRanch,0.9727626459143969,StR
427,MALLAU,2016-03-09,-1.59,0.9626,StuntRanch,both,MALLAU_StuntRanch,1.0388531061707875,StR
428,QUEAGR,2016-03-09,-1.59,0.652,StuntRanch,both,QUEAGR_StuntRanch,1.5337423312883436,StR
429,QUEAGR,2016-03-09,-1.65,0.921,StuntRanch,both,QUEAGR_StuntRanch,1.0857763300760044,StR
430,QUEAGR,2016-03-09,-1.86,1.0198,StuntRanch,both,QUEAGR_StuntRanch,0.9805844283192783,StR
431,QUEBER,2016-03-09,-1.72,1.0827,StuntRanch,both,QUEBER_StuntRanch,0.9236168837166343,StR
